m_id,m_voiceId,m_gametext
7236,0,"['Townspeople have been mysteriously\ndisappearing as of late, and...', '', '', '', '', '', '', '', '', '', '', '']"
7237,77174,"['They reappear in this state, I gather?', '', '', '', '', '', '', '', '', '', '', '']"
7238,71374,"['Yes. Many townspeople have\nbeen found transformed into\nthis monstrous state.', '', '', '', '', '', '', '', '', '', '', '']"
7239,0,"['And there are likely far more\nvictims than we know.', '', '', '', '', '', '', '', '', '', '', '']"
7240,60924,"['What is the Black Scarlet after?', '', '', '', '', '', '', '', '', '', '', '']"
7241,0,"['......', '', '', '', '', '', '', '', '', '', '', '']"
7242,72273,"['I imagine they hope to\nput pressure on the church.', '', '', '', '', '', '', '', '', '', '', '']"
7243,0,"['They claim to have the means to\nthreaten the church once more.', '', '', '', '', '', '', '', '', '', '', '']"
7244,71376,"['Bishop Tarset!\nAre you unhurt?', '', '', '', '', '', '', '', '', '', '', '']"
7245,77159,"['Bishop Tarset...', '', '', '', '', '', '', '', '', '', '', '']"
7246,72274,"['A warm welcome to you,\nFlameguard.', '', '', '', '', '', '', '', '', '', '', '']"
7247,0,"['I have so far managed to\nkeep these monsters at bay, but...', '', '', '', '', '', '', '', '', '', '', '']"
7248,0,"['Casualties only increase,\nand I fear I am at my limit.', '', '', '', '', '', '', '', '', '', '', '']"
7249,77176,"['We will investigate\nthis matter at once.', '', '', '', '', '', '', '', '', '', '', '']"
7250,72275,"['You have my gratitude.', '', '', '', '', '', '', '', '', '', '', '']"
7251,0,"['However, evening is upon us.\nPlease come and rest at the cathedral.', '', '', '', '', '', '', '', '', '', '', '']"
7252,71403,"['Would you show them\nthe way, Rinyuu?', '', '', '', '', '', '', '', '', '', '', '']"
7253,71419,"['I will entrust Miza\nto you as well.', '', '', '', '', '', '', '', '', '', '', '']"
7254,77139,"['Yes, sir!', '', '', '', '', '', '', '', '', '', '', '']"
7255,0,"['Please, stay at the cathedral tonight.', '', '', '', '', '', '', '', '', '', '', '']"
7256,0,"['I...I will see to performing the\nproper funeral rites for him.', '', '', '', '', '', '', '', '', '', '', '']"
7257,71349,"['Flameguard, sir...\nThat man, Bishop Tarset...', '', '', '', '', '', '', '', '', '', '', '']"
7258,77174,"['He is the one suspected of being\nthe mastermind behind all this.', '', '', '', '', '', '', '', '', '', '', '']"
7259,71321,"['......', '', '', '', '', '', '', '', '', '', '', '']"
7260,0,"['The Black Scarlet is behind the\nkidnappings and the manufacturing\nof that elixir.', '', '', '', '', '', '', '', '', '', '', '']"
7261,60924,"['But there is one\nbehind the scenes...', '', '', '', '', '', '', '', '', '', '', '']"
7262,0,"['...who has set their eyes on\nthese masterless Scarlet Wings\nand their elixir.', '', '', '', '', '', '', '', '', '', '', '']"
7263,71357,"[""One who carries on Tytos's will..."", '', '', '', '', '', '', '', '', '', '', '']"
7264,77153,"['We must keep a sharp eye out\nas we conduct our inquiry.', '', '', '', '', '', '', '', '', '', '', '']"
7265,71358,"['Yes, Flameguard, sir.', '', '', '', '', '', '', '', '', '', '', '']"
7266,72276,"['That scarlet snow...', '', '', '', '', '', '', '', '', '', '', '']"
116347,72277,"[""It dyed the townspeople's hearts\nin fear and despair."", '', '', '', '', '', '', '', '', '', '', '']"
7267,72278,"['I also lost all hope after\nVelnorte passed away.', '', '', '', '', '', '', '', '', '', '', '']"
7268,72279,"['But it was then that\nPhina found me...', '', '', '', '', '', '', '', '', '', '', '']"
7269,72280,"['She asked me if I might help\nrevitalize the town by become a cleric.', '', '', '', '', '', '', '', '', '', '', '']"
7270,72281,"['And so, I made up my mind to do\neverything I could to help people.', '', '', '', '', '', '', '', '', '', '', '']"
7271,72282,"['With my own two hands...', '', '', '', '', '', '', '', '', '', '', '']"
7272,72283,"[""I want to bring hope back into\nthe people's hearts."", '', '', '', '', '', '', '', '', '', '', '']"
7273,72284,"['Just as Saint Graecia brought the\nSacred Flame to this continent long ago.', '', '', '', '', '', '', '', '', '', '', '']"
7274,72285,"[""I'm so sorry. I didn't mean\nto bore you with all this..."", '', '', '', '', '', '', '', '', '', '', '']"
7275,72286,"['You truly have a soft heart.', '', '', '', '', '', '', '', '', '', '', '']"
7276,72287,"['Oh, Rinyuu!\nWhat are you making tonight?', '', '', '', '', '', '', '', '', '', '', '']"
7277,72288,"['Haha, stew.\nPlease come by later for some.', '', '', '', '', '', '', '', '', '', '', '']"
7278,72289,"[""I've returned, Phina."", '', '', '', '', '', '', '', '', '', '', '']"
7279,72290,"['Welcome back,\nRinyuu, Miza.', '', '', '', '', '', '', '', '', '', '', '']"
7280,72291,"['Did something happen in town?', '', '', '', '', '', '', '', '', '', '', '']"
7281,72292,"['Yes, another person transformed...', '', '', '', '', '', '', '', '', '', '', '']"
7282,72293,"['Unconscionable...', '', '', '', '', '', '', '', '', '', '', '']"
7283,72294,"['Let us raise our prayers to the heavens.\nThe gods will not forsake us.', '', '', '', '', '', '', '', '', '', '', '']"
7284,72295,"['Precisely.', '', '', '', '', '', '', '', '', '', '', '']"
7285,72296,"['But prayer alone is insufficient.\nWe must also take action ourselves.', '', '', '', '', '', '', '', '', '', '', '']"
7286,72297,"['And you are...?', '', '', '', '', '', '', '', '', '', '', '']"
7287,72298,"[""They've come from the head church\nto conduct an investigation."", '', '', '', '', '', '', '', '', '', '', '']"
7288,72299,"['This is Sir Sazantos.\nEr, sorry. He tends to be like that.', '', '', '', '', '', '', '', '', '', '', '']"
7289,72300,"[""I'm Rondo, his apprentice.\nWe're here at Bishop Tarset's request."", '', '', '', '', '', '', '', '', '', '', '']"
7290,72301,"['Your presence is truly welcome.\nPlease, do what you can to save the town.', '', '', '', '', '', '', '', '', '', '', '']"
7291,72302,"[""I'm going to go make supper.\nWill you be joining us?"", '', '', '', '', '', '', '', '', '', '', '']"
7292,0,"['Join her for supper?', '', '', '', '', '', '', '', '', '', '', '']"
7293,72303,"[""Come now, Chosen One.\nYou're fooling no one."", '', '', '', '', '', '', '', '', '', '', '']"
7294,72304,"[""Rinyuu's stews are famous for being\nexquisite beyond compare."", '', '', '', '', '', '', '', '', '', '', '']"
7295,72305,"['Their heavenly fragrance are surely\nreflective of the pureness of her heart.', '', '', '', '', '', '', '', '', '', '', '']"
7296,72306,"[""Won't you reconsider?"", '', '', '', '', '', '', '', '', '', '', '']"
7297,72307,"['Yes, by all means.', '', '', '', '', '', '', '', '', '', '', '']"
7298,72308,"['Onions were on sale today,\nso I have plenty to go around.', '', '', '', '', '', '', '', '', '', '', '']"
7299,72309,"['Haha, I hope you all save some\nroom in your stomachs.', '', '', '', '', '', '', '', '', '', '', '']"
7300,72310,"[""I'm going to make this stew\nespecially good!"", '', '', '', '', '', '', '', '', '', '', '']"
7301,72311,"[""I'll go inform Sir Sazantos."", '', '', '', '', '', '', '', '', '', '', '']"
7302,78138,"[""I love your stews, Rinyuu.\nThey're so warm and comforting."", '', '', '', '', '', '', '', '', '', '', '']"
7303,72312,"['Miza...', '', '', '', '', '', '', '', '', '', '', '']"
7304,72313,"[""I think you mean to say they're\nas comforting as her."", '', '', '', '', '', '', '', '', '', '', '']"
7305,78139,"['......', '', '', '', '', '', '', '', '', '', '', '']"
7306,78140,"[""I'm afraid you've\nhit the mark, yes."", '', '', '', '', '', '', '', '', '', '', '']"
7307,72314,"['Thank you, Miza.', '', '', '', '', '', '', '', '', '', '', '']"
7308,72315,"['We need warm-hearted\npeople like you, Rinyuu.', '', '', '', '', '', '', '', '', '', '', '']"
7309,72316,"['This town has grown so frigid.', '', '', '', '', '', '', '', '', '', '', '']"
7310,71348,"[""Flameguard, sir.\nWe're to have stew tonight."", '', '', '', '', '', '', '', '', '', '', '']"
7311,0,"['Forget that.\nOur top priority is\nto survey the area.', '', '', '', '', '', '', '', '', '', '', '']"
7315,71365,"['May I ask something, Flameguard, sir?\nWhy did you choose to protect the rings?', '', '', '', '', '', '', '', '', '', '', '']"
7316,77183,"['A fair question...', '', '', '', '', '', '', '', '', '', '', '']"
7317,0,"['Because evil runs rampant\nin this world, and it must not\nbe allowed to touch the rings.', '', '', '', '', '', '', '', '', '', '', '']"
7318,0,"['This flame exists to reduce\nall such villains to ash.', '', '', '', '', '', '', '', '', '', '', '']"
7319,71407,"['That is reassuring to hear.', '', '', '', '', '', '', '', '', '', '', '']"
7320,77164,"['Father...', '', '', '', '', '', '', '', '', '', '', '']"
7321,0,"['I hope you will purge the evil\nfrom this town as well.', '', '', '', '', '', '', '', '', '', '', '']"
7322,71406,"['The man you came across earlier\nwas Legoss, an old friend of mine.', '', '', '', '', '', '', '', '', '', '', '']"
7323,60941,"['......', '', '', '', '', '', '', '', '', '', '', '']"
7324,0,"['I have long since grown used to\nburying my friends.', '', '', '', '', '', '', '', '', '', '', '']"
7325,71409,"['But this cannot be\nallowed to continue.', '', '', '', '', '', '', '', '', '', '', '']"
7326,71360,"[""You've endured so much, Father."", '', '', '', '', '', '', '', '', '', '', '']"
7327,71410,"['And it has worn me down to my bones.', '', '', '', '', '', '', '', '', '', '', '']"
7328,0,"['There have even been times when\nI thought my life was at its end.', '', '', '', '', '', '', '', '', '', '', '']"
7329,71417,"['But whenever that happens,\na single image springs to mind...', '', '', '', '', '', '', '', '', '', '', '']"
7330,71398,"['The face of my daughter, Miza.', '', '', '', '', '', '', '', '', '', '', '']"
7331,0,"['She is my one and only hope.', '', '', '', '', '', '', '', '', '', '', '']"
7332,71422,"['I have prayed day and night to\nthe gods for her protection.', '', '', '', '', '', '', '', '', '', '', '']"
7333,0,"['And I will continue to do so\nas long as I have breath.', '', '', '', '', '', '', '', '', '', '', '']"
7334,0,"['......', '', '', '', '', '', '', '', '', '', '', '']"
7335,60953,"['May the Sacred Flame ever\nshine its warmth upon you.', '', '', '', '', '', '', '', '', '', '', '']"
7336,77146,"['Come, everyone!\nThe stew is ready!', '', '', '', '', '', '', '', '', '', '', '']"
7337,72317,"['My, what a savory aroma.\nI see we have a feast\nprepared for us today.', '', '', '', '', '', '', '', '', '', '', '']"
7338,72318,"[""Meals are all the more\nflavorful when enjoyed with\ngreat company, aren't they?"", '', '', '', '', '', '', '', '', '', '', '']"
7339,78141,"['Of course, Father...', '', '', '', '', '', '', '', '', '', '', '']"
7340,72319,"[""What's this? A louse has found\nits way to our supper table."", '', '', '', '', '', '', '', '', '', '', '']"
7341,72320,"[""No, that's a wolf. Perhaps drawn\nby the scent of the stew."", '', '', '', '', '', '', '', '', '', '', '']"
7342,72321,"['How cold. I am a priest\nof the church, you know.', '', '', '', '', '', '', '', '', '', '', '']"
7343,72322,"[""You'll welcome me with open arms,\nwon't you, Rinyuu?"", '', '', '', '', '', '', '', '', '', '', '']"
7344,72323,"['Lay a single finger on Rinyuu\nand I will throw you into the stove.', '', '', '', '', '', '', '', '', '', '', '']"
7345,72324,"['Gracious...', '', '', '', '', '', '', '', '', '', '', '']"
116318,72325,"[""I'll go get a bowl for you,\nFather Taigan!"", '', '', '', '', '', '', '', '', '', '', '']"
116319,72326,"['Ah, I see we have guests.\nWe met in Flamesgrace, I believe?', '', '', '', '', '', '', '', '', '', '', '']"
116320,72327,"['I am Sazantos. We have come to\ninquire into the incidents occurring here.', '', '', '', '', '', '', '', '', '', '', '']"
116321,72328,"[""That's good to hear.\nMay you have a pleasant visit."", '', '', '', '', '', '', '', '', '', '', '']"
116322,72329,"['Where did you go today, Father?', '', '', '', '', '', '', '', '', '', '', '']"
116323,72330,"['Ever since you came here,\nI have hardly ever seen you\nwithin the church.', '', '', '', '', '', '', '', '', '', '', '']"
116324,72331,"[""Well, a priest's work is never\nfinished, as you know."", '', '', '', '', '', '', '', '', '', '', '']"
116325,72332,"['......', '', '', '', '', '', '', '', '', '', '', '']"
116326,72333,"['Thank you, Rinyuu.', '', '', '', '', '', '', '', '', '', '', '']"
116327,72334,"['If I were ever to take a partner,\nI hope they have all your qualities.', '', '', '', '', '', '', '', '', '', '', '']"
116328,72335,"['That is enough from you.\nI apologize for making the rest of you wait.', '', '', '', '', '', '', '', '', '', '', '']"
116329,72336,"['Rinyuu, the prayer, if you would.', '', '', '', '', '', '', '', '', '', '', '']"
116330,72337,"['Aelfric,\nBringer of the Sacred Flame...', '', '', '', '', '', '', '', '', '', '', '']"
116331,72338,"['We thank you for bestowing us\nthis day with our daily bread.', '', '', '', '', '', '', '', '', '', '', '']"
116332,72339,"['May the Sacred Flame ever\nshine its warmth upon us.', '', '', '', '', '', '', '', '', '', '', '']"
116333,72340,"['May the Sacred Flame ever\nshine its warmth upon us.', '', '', '', '', '', '', '', '', '', '', '']"
116334,72341,"['Please, eat as much as you like.', '', '', '', '', '', '', '', '', '', '', '']"
116335,72342,"['We have plenty to go around!', '', '', '', '', '', '', '', '', '', '', '']"
116336,72343,"[""It's delicious, isn't it, Miza?"", '', '', '', '', '', '', '', '', '', '', '']"
116337,78142,"['It is, Papa.', '', '', '', '', '', '', '', '', '', '', '']"
116338,72344,"['Praise be to the gods for giving us\nanother blessed day together.', '', '', '', '', '', '', '', '', '', '', '']"
116339,72345,"['Let us pray that it may always\nremain this way.', '', '', '', '', '', '', '', '', '', '', '']"
116340,78143,"['Yes, Papa...', '', '', '', '', '', '', '', '', '', '', '']"
116341,72346,"['You were right, Miza.\nIt really is warm and comforting.', '', '', '', '', '', '', '', '', '', '', '']"
7346,78144,"['*sniffle*', '', '', '', '', '', '', '', '', '', '', '']"
7347,78145,"['*sob* *sob*', '', '', '', '', '', '', '', '', '', '', '']"
7348,0,"['......', '', '', '', '', '', '', '', '', '', '', '']"
7349,78146,"['I beg of you...', '', '', '', '', '', '', '', '', '', '', '']"
7350,78147,"['Please, hear my confession...', '', '', '', '', '', '', '', '', '', '', '']"
116348,0,"['The next day...', '', '', '', '', '', '', '', '', '', '', '']"
7351,71411,"['Miza! Miza!', '', '', '', '', '', '', '', '', '', '', '']"
7352,71337,"[""What's the matter, Father?"", '', '', '', '', '', '', '', '', '', '', '']"
7353,71413,"[""I haven't seen Miza\nsince last night."", '', '', '', '', '', '', '', '', '', '', '']"
7354,60934,"['You mean to say...?', '', '', '', '', '', '', '', '', '', '', '']"
7355,71412,"[""I don't want to believe it.\nShe can't have gone missing."", '', '', '', '', '', '', '', '', '', '', '']"
7357,0,"['Father!', '', '', '', '', '', '', '', '', '', '', '']"
7358,71306,"[""I've never seen Father Monaris so distraught."", '', '', '', '', '', '', '', '', '', '', '']"
7359,71349,"['Flameguard, sir, we should\nsearch for her as well.', '', '', '', '', '', '', '', '', '', '', '']"
7360,77168,"['No. I will go alone.', '', '', '', '', '', '', '', '', '', '', '']"
7361,71362,"['But...!', '', '', '', '', '', '', '', '', '', '', '']"
7362,60949,"['Chosen One,\nyou may do as you see fit.', '', '', '', '', '', '', '', '', '', '', '']"
7364,71321,"['Please, we have to look for Miza.', '', '', '', '', '', '', '', '', '', '', '']"
7365,84320,"['I think the best place to start is talking\nto the people around the cathedral.', '', '', '', '', '', '', '', '', '', '', '']"
116349,72347,"['The key to the confessional?', '', '', '', '', '', '', '', '', '', '', '']"
