m_id,m_Repeat,m_HoldTime,m_AvailTime,m_Animations,m_PlayTimes,m_PlayRates,m_Effects,m_InvokeTimes,m_EffectLayout,m_OffsetsH,m_OffsetsV,m_Sounds,m_SoundTimes,m_Voices1,m_Voices2,m_Voices3,m_VoiceTimes,m_Texts,m_TextTime,m_CharaVisibility,m_VisibilityTarget,m_VisibilityStartTime
1176,1,1.399999976158142,0.5,"[204, 35, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[655, 0, 0]","[0.0, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[243, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1177,1,1.399999976158142,0.5,"[204, 54, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[140, 655, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[243, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1178,1,1.399999976158142,0.5,"[204, 51, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[140, 655, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[243, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1179,1,1.399999976158142,0.5,"[204, 35, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[140, 656, 0]","[0.0, 0.5, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[243, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1180,1,1.399999976158142,0.5,"[204, 54, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[140, 656, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[243, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1181,1,1.399999976158142,0.5,"[204, 51, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[140, 656, 0]","[0.0, 0.5, 0.0]","[204, 1, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[243, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1182,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[145, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1183,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[145, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1184,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[145, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1185,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[146, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1186,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[145, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1187,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[145, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1188,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[147, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1189,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[145, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1190,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[145, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1191,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[147, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1192,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[145, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1193,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[145, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1194,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[148, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1195,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[145, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1196,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[145, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1197,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[149, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1198,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[145, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1199,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[145, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1200,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[657, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1201,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[657, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1202,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[657, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1203,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[658, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1204,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[658, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1205,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[658, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1206,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[659, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1207,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[659, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1208,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[659, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1209,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[660, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1210,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[660, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1211,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[660, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1212,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[661, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1213,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[661, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1214,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[661, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1215,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[662, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1216,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[662, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1217,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[662, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
1218,1,1.399999976158142,0.5,"[204, 52, 204]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[663, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[204, 2, 204]","[0.0, 0.0, 0.0]","[-9999.0, 0.0, 0.0]","[244, 0, 0]","[0.30000001192092896, 0.0, 0.0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0]","[0, 0]","[0.0, 0.0]"
