m_id,m_SE,m_CloseMinimapIcon,m_OpenMinimapIcon,m_Priority,m_RepopType,m_RepopValue,m_KeyId,m_RewardType,m_RewardItemId,m_RewardItemNum,m_RewardOption0,m_RewardProbability,m_EffectId,m_ClosePath,m_OpenPath
7174,957,0,0,0,1,600,"[0, 0, 0]","[250, 250, 0, 0, 0, 0, 0, 0, 0, 0]","[219, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1176,,
7143,957,0,0,0,1,600,"[0, 0, 0]","[250, 250, 0, 0, 0, 0, 0, 0, 0, 0]","[44, 46, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[910, 90, 0, 0, 0, 0, 0, 0, 0, 0]",1176,,
7175,957,0,0,0,1,600,"[0, 0, 0]","[250, 250, 0, 0, 0, 0, 0, 0, 0, 0]","[44, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1176,,
7144,957,0,0,0,1,600,"[0, 0, 0]","[250, 250, 0, 0, 0, 0, 0, 0, 0, 0]","[160, 161, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[910, 90, 0, 0, 0, 0, 0, 0, 0, 0]",1176,,
7176,957,0,0,0,1,600,"[0, 0, 0]","[250, 250, 0, 0, 0, 0, 0, 0, 0, 0]","[160, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1176,,
7145,957,0,0,0,1,600,"[0, 0, 0]","[250, 250, 0, 0, 0, 0, 0, 0, 0, 0]","[103, 104, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[910, 90, 0, 0, 0, 0, 0, 0, 0, 0]",1176,,
7177,957,0,0,0,1,600,"[0, 0, 0]","[250, 250, 0, 0, 0, 0, 0, 0, 0, 0]","[103, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1176,,
9152,426,2,3,0,0,0,"[0, 0, 0]","[260, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[30345, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
9153,426,2,3,0,0,0,"[0, 0, 0]","[230, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[50293, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
9154,426,2,3,0,0,0,"[0, 0, 0]","[250, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[599, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_Wood_Close.ObjMD_Treasure_A_Wood_Close,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_Wood_Open.ObjMD_Treasure_A_Wood_Open
9155,426,2,3,0,0,0,"[0, 0, 0]","[210, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[50206, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
9156,426,2,3,0,0,0,"[0, 0, 0]","[260, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[30538, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
9237,426,2,3,0,0,0,"[0, 0, 0]","[260, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[30604, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
9267,426,2,3,0,0,0,"[0, 0, 0]","[260, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[30646, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1000, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_Black_01.ObjMD_Treasure_Black_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_Black_02.ObjMD_Treasure_Black_02
9183,957,0,0,0,1,1200,"[0, 0, 0]","[210, 210, 0, 0, 0, 0, 0, 0, 0, 0]","[50208, 50209, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 3, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[910, 90, 0, 0, 0, 0, 0, 0, 0, 0]",1176,,
9184,957,0,0,0,1,1200,"[0, 0, 0]","[210, 210, 210, 0, 0, 0, 0, 0, 0, 0]","[50207, 50207, 50207, 0, 0, 0, 0, 0, 0, 0]","[1, 2, 3, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[600, 300, 100, 0, 0, 0, 0, 0, 0, 0]",1176,,
9185,957,0,0,0,1,1200,"[0, 0, 0]","[210, 210, 0, 0, 0, 0, 0, 0, 0, 0]","[50208, 50209, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 3, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[910, 90, 0, 0, 0, 0, 0, 0, 0, 0]",1176,,
9186,957,0,0,0,1,1200,"[0, 0, 0]","[210, 210, 210, 0, 0, 0, 0, 0, 0, 0]","[50207, 50207, 50207, 0, 0, 0, 0, 0, 0, 0]","[1, 2, 3, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[600, 300, 100, 0, 0, 0, 0, 0, 0, 0]",1176,,
9187,957,0,0,0,1,1200,"[0, 0, 0]","[210, 210, 0, 0, 0, 0, 0, 0, 0, 0]","[50208, 50209, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 3, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[910, 90, 0, 0, 0, 0, 0, 0, 0, 0]",1176,,
9188,957,0,0,0,1,1200,"[0, 0, 0]","[210, 210, 210, 0, 0, 0, 0, 0, 0, 0]","[50207, 50207, 50207, 0, 0, 0, 0, 0, 0, 0]","[1, 2, 3, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[600, 300, 100, 0, 0, 0, 0, 0, 0, 0]",1176,,
9189,957,0,0,0,1,1200,"[0, 0, 0]","[210, 210, 0, 0, 0, 0, 0, 0, 0, 0]","[50209, 50209, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 9, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[910, 90, 0, 0, 0, 0, 0, 0, 0, 0]",1176,,
9190,957,0,0,0,1,1200,"[0, 0, 0]","[210, 210, 210, 0, 0, 0, 0, 0, 0, 0]","[50205, 50205, 50205, 0, 0, 0, 0, 0, 0, 0]","[1, 2, 3, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[600, 300, 100, 0, 0, 0, 0, 0, 0, 0]",1176,,
9191,957,0,0,0,1,1200,"[0, 0, 0]","[210, 210, 0, 0, 0, 0, 0, 0, 0, 0]","[50209, 50209, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 9, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[910, 90, 0, 0, 0, 0, 0, 0, 0, 0]",1176,,
9192,957,0,0,0,1,1200,"[0, 0, 0]","[210, 210, 210, 0, 0, 0, 0, 0, 0, 0]","[50205, 50205, 50205, 0, 0, 0, 0, 0, 0, 0]","[1, 2, 3, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[600, 300, 100, 0, 0, 0, 0, 0, 0, 0]",1176,,
9193,957,0,0,0,1,1200,"[0, 0, 0]","[210, 210, 0, 0, 0, 0, 0, 0, 0, 0]","[50209, 50209, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 9, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[910, 90, 0, 0, 0, 0, 0, 0, 0, 0]",1176,,
9194,957,0,0,0,1,1200,"[0, 0, 0]","[210, 210, 210, 0, 0, 0, 0, 0, 0, 0]","[50205, 50205, 50205, 0, 0, 0, 0, 0, 0, 0]","[1, 2, 3, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[600, 300, 100, 0, 0, 0, 0, 0, 0, 0]",1176,,
9195,957,0,0,0,1,1200,"[0, 0, 0]","[210, 210, 0, 0, 0, 0, 0, 0, 0, 0]","[50209, 50212, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[910, 90, 0, 0, 0, 0, 0, 0, 0, 0]",1176,,
9196,957,0,0,0,1,1200,"[0, 0, 0]","[210, 210, 210, 0, 0, 0, 0, 0, 0, 0]","[50208, 50208, 50208, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 6, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[600, 300, 100, 0, 0, 0, 0, 0, 0, 0]",1176,,
9197,957,0,0,0,1,1200,"[0, 0, 0]","[210, 210, 0, 0, 0, 0, 0, 0, 0, 0]","[50209, 50212, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[910, 90, 0, 0, 0, 0, 0, 0, 0, 0]",1176,,
9198,957,0,0,0,1,1200,"[0, 0, 0]","[210, 210, 210, 0, 0, 0, 0, 0, 0, 0]","[50208, 50208, 50208, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 6, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[600, 300, 100, 0, 0, 0, 0, 0, 0, 0]",1176,,
9199,957,0,0,0,1,1200,"[0, 0, 0]","[210, 210, 0, 0, 0, 0, 0, 0, 0, 0]","[50209, 50212, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[910, 90, 0, 0, 0, 0, 0, 0, 0, 0]",1176,,
9200,957,0,0,0,1,1200,"[0, 0, 0]","[210, 210, 210, 0, 0, 0, 0, 0, 0, 0]","[50208, 50208, 50208, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 6, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[600, 300, 100, 0, 0, 0, 0, 0, 0, 0]",1176,,
9327,957,0,0,0,1,1200,"[0, 0, 0]","[210, 210, 0, 0, 0, 0, 0, 0, 0, 0]","[50210, 50211, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 5, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[910, 90, 0, 0, 0, 0, 0, 0, 0, 0]",1176,,
9328,957,0,0,0,1,1200,"[0, 0, 0]","[210, 210, 0, 0, 0, 0, 0, 0, 0, 0]","[50210, 50211, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 5, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[910, 90, 0, 0, 0, 0, 0, 0, 0, 0]",1176,,
9329,957,0,0,0,1,1200,"[0, 0, 0]","[210, 210, 0, 0, 0, 0, 0, 0, 0, 0]","[50210, 50211, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 5, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[910, 90, 0, 0, 0, 0, 0, 0, 0, 0]",1176,,
9330,957,0,0,0,1,1200,"[0, 0, 0]","[210, 210, 0, 0, 0, 0, 0, 0, 0, 0]","[50211, 50212, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 5, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[910, 90, 0, 0, 0, 0, 0, 0, 0, 0]",1176,,
9331,957,0,0,0,1,1200,"[0, 0, 0]","[210, 210, 0, 0, 0, 0, 0, 0, 0, 0]","[50211, 50212, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 5, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[910, 90, 0, 0, 0, 0, 0, 0, 0, 0]",1176,,
9332,957,0,0,0,1,1200,"[0, 0, 0]","[210, 210, 0, 0, 0, 0, 0, 0, 0, 0]","[50211, 50212, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 5, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[910, 90, 0, 0, 0, 0, 0, 0, 0, 0]",1176,,
9201,71042,0,0,0,1,1200,"[0, 0, 0]","[250, 250, 250, 230, 230, 0, 0, 0, 0, 0]","[2071, 2072, 2073, 50366, 50366, 0, 0, 0, 0, 0]","[2, 2, 2, 1, 3, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[300, 200, 100, 300, 100, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/BP/Npc_Obj/Eve_Object/BPI_Obj_ChrTX_AnmSheep_CastShadow_Nidl_L.BPI_Obj_ChrTX_AnmSheep_CastShadow_Nidl_L_C,/Game/Object/Resource/BP/Npc_Obj/Eve_Object/BPI_Obj_ChrTX_AnmShornSheep_CastShadow_Nidl_L.BPI_Obj_ChrTX_AnmShornSheep_CastShadow_Nidl_L_C
9202,71042,0,0,0,1,1200,"[0, 0, 0]","[250, 250, 250, 230, 230, 0, 0, 0, 0, 0]","[2071, 2072, 2073, 50366, 50366, 0, 0, 0, 0, 0]","[2, 2, 2, 1, 3, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[300, 200, 100, 300, 100, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/BP/Npc_Obj/Eve_Object/BPI_Obj_ChrTX_AnmSheep_CastShadow_Nidl_L.BPI_Obj_ChrTX_AnmSheep_CastShadow_Nidl_L_C,/Game/Object/Resource/BP/Npc_Obj/Eve_Object/BPI_Obj_ChrTX_AnmShornSheep_CastShadow_Nidl_L.BPI_Obj_ChrTX_AnmShornSheep_CastShadow_Nidl_L_C
9203,71042,0,0,0,1,1200,"[0, 0, 0]","[250, 250, 250, 230, 230, 0, 0, 0, 0, 0]","[2071, 2072, 2073, 50366, 50366, 0, 0, 0, 0, 0]","[2, 2, 2, 1, 3, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[300, 200, 100, 300, 100, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/BP/Npc_Obj/Eve_Object/BPI_Obj_ChrTX_AnmSheep_CastShadow_Nidl_L.BPI_Obj_ChrTX_AnmSheep_CastShadow_Nidl_L_C,/Game/Object/Resource/BP/Npc_Obj/Eve_Object/BPI_Obj_ChrTX_AnmShornSheep_CastShadow_Nidl_L.BPI_Obj_ChrTX_AnmShornSheep_CastShadow_Nidl_L_C
9238,85075,0,0,0,1,1200,"[0, 0, 0]","[250, 250, 250, 230, 230, 0, 0, 0, 0, 0]","[2074, 2075, 2076, 50367, 50367, 0, 0, 0, 0, 0]","[2, 2, 2, 1, 3, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[300, 200, 100, 300, 100, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/BP/Npc_Obj/Eve_Object/BPI_Obj_ChrTX_AnmAlpaca_Wool_Nidl_L.BPI_Obj_ChrTX_AnmAlpaca_Wool_Nidl_L_C,/Game/Object/Resource/BP/Npc_Obj/Eve_Object/BPI_Obj_ChrTX_AnmAlpaca_Woolless_Nidl_L.BPI_Obj_ChrTX_AnmAlpaca_Woolless_Nidl_L_C
9239,85075,0,0,0,1,1200,"[0, 0, 0]","[250, 250, 250, 230, 230, 0, 0, 0, 0, 0]","[2074, 2075, 2076, 50367, 50367, 0, 0, 0, 0, 0]","[2, 2, 2, 1, 3, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[300, 200, 100, 300, 100, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/BP/Npc_Obj/Eve_Object/BPI_Obj_ChrTX_AnmAlpaca_Wool_Nidl_L.BPI_Obj_ChrTX_AnmAlpaca_Wool_Nidl_L_C,/Game/Object/Resource/BP/Npc_Obj/Eve_Object/BPI_Obj_ChrTX_AnmAlpaca_Woolless_Nidl_L.BPI_Obj_ChrTX_AnmAlpaca_Woolless_Nidl_L_C
9240,85075,0,0,0,1,1200,"[0, 0, 0]","[250, 250, 250, 230, 230, 0, 0, 0, 0, 0]","[2074, 2075, 2076, 50367, 50367, 0, 0, 0, 0, 0]","[2, 2, 2, 1, 3, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[300, 200, 100, 300, 100, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/BP/Npc_Obj/Eve_Object/BPI_Obj_ChrTX_AnmAlpaca_Wool_Nidl_L.BPI_Obj_ChrTX_AnmAlpaca_Wool_Nidl_L_C,/Game/Object/Resource/BP/Npc_Obj/Eve_Object/BPI_Obj_ChrTX_AnmAlpaca_Woolless_Nidl_L.BPI_Obj_ChrTX_AnmAlpaca_Woolless_Nidl_L_C
9299,426,2,3,0,0,0,"[0, 0, 0]","[230, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[50377, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
3001,426,2,3,0,0,0,"[0, 0, 0]","[200, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2000, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
3002,426,2,3,0,0,0,"[0, 0, 0]","[260, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1212, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
3003,426,2,3,0,0,0,"[0, 0, 0]","[260, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[417, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
3004,426,2,3,0,0,0,"[0, 0, 0]","[250, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[169, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_Wood_Close.ObjMD_Treasure_A_Wood_Close,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_Wood_Open.ObjMD_Treasure_A_Wood_Open
3010,426,2,3,0,0,0,"[0, 0, 0]","[250, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[111, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_Wood_Close.ObjMD_Treasure_A_Wood_Close,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_Wood_Open.ObjMD_Treasure_A_Wood_Open
3011,426,2,3,0,0,0,"[0, 0, 0]","[200, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3000, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
3012,426,2,3,0,0,0,"[0, 0, 0]","[260, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11019, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
3013,426,2,3,0,0,0,"[0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
3020,426,2,3,0,0,0,"[0, 0, 0]","[200, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4000, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_01.ObjMD_Treasure_A_01,/Game/Object/Resource/V1_0_0/Obj/Obj_Treasure/StaticMesh/ObjMD_Treasure_A_02.ObjMD_Treasure_A_02
