m_id,m_RewardType,m_RewardItemId,m_DropRates,m_DropCntF,m_DropCntR,m_RewardOption0,m_EventDropQuestIDs
2138,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2064,"[250, 250, 250, 250, 0]","[57, 115, 173, 231, 0]","[25, 25, 25, 25, 0]","[5, 5, 5, 5, 1]","[1, 1, 1, 1, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2065,"[250, 0, 0, 0, 0]","[801, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[3, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2066,"[250, 250, 0, 0, 0]","[117, 59, 0, 0, 0]","[50, 50, 0, 0, 0]","[5, 5, 1, 1, 1]","[1, 1, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2067,"[250, 0, 0, 0, 0]","[801, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[3, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2068,"[250, 250, 0, 0, 0]","[58, 116, 0, 0, 0]","[50, 50, 0, 0, 0]","[5, 5, 1, 1, 1]","[1, 1, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2069,"[250, 0, 0, 0, 0]","[801, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[3, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2070,"[250, 250, 0, 0, 0]","[174, 232, 0, 0, 0]","[50, 50, 0, 0, 0]","[5, 5, 1, 1, 1]","[1, 1, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2071,"[250, 0, 0, 0, 0]","[801, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[3, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2072,"[250, 250, 0, 0, 0]","[66, 182, 0, 0, 0]","[50, 50, 0, 0, 0]","[5, 5, 1, 1, 1]","[1, 1, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2073,"[250, 0, 0, 0, 0]","[801, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[5, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2074,"[250, 250, 0, 0, 0]","[124, 240, 0, 0, 0]","[50, 50, 0, 0, 0]","[5, 5, 1, 1, 1]","[1, 1, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2075,"[250, 0, 0, 0, 0]","[801, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[5, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2076,"[250, 250, 0, 0, 0]","[175, 233, 0, 0, 0]","[50, 50, 0, 0, 0]","[5, 5, 1, 1, 1]","[1, 1, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2077,"[250, 0, 0, 0, 0]","[801, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[3, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2078,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2079,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2080,"[250, 250, 250, 250, 0]","[61, 119, 177, 235, 0]","[25, 25, 25, 25, 0]","[5, 5, 5, 5, 1]","[1, 1, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2081,"[250, 0, 0, 0, 0]","[801, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[3, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2082,"[250, 250, 250, 250, 0]","[62, 120, 178, 236, 0]","[25, 25, 25, 25, 0]","[5, 5, 5, 5, 1]","[1, 1, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2083,"[250, 0, 0, 0, 0]","[801, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[3, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2084,"[250, 250, 250, 250, 0]","[59, 117, 175, 233, 0]","[25, 25, 25, 25, 0]","[5, 5, 5, 5, 1]","[1, 1, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2085,"[250, 0, 0, 0, 0]","[801, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[3, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2086,"[250, 0, 0, 0, 0]","[130, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[5, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2087,"[250, 0, 0, 0, 0]","[188, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[5, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2088,"[250, 250, 250, 0, 0]","[2016, 2016, 2017, 0, 0]","[35, 35, 30, 0, 0]","[4, 5, 6, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2089,"[250, 250, 250, 250, 0]","[2016, 2016, 2019, 2017, 0]","[30, 15, 35, 20, 0]","[4, 6, 5, 6, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2090,"[250, 250, 250, 0, 0]","[2017, 2017, 2017, 0, 0]","[35, 35, 30, 0, 0]","[5, 7, 8, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2091,"[250, 250, 250, 0, 0]","[2018, 2019, 2018, 0, 0]","[40, 35, 25, 0, 0]","[5, 5, 6, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2092,"[250, 0, 0, 0, 0]","[246, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[5, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2093,"[250, 0, 0, 0, 0]","[72, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[5, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2094,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2095,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2096,"[250, 250, 250, 250, 0]","[62, 120, 178, 236, 0]","[25, 25, 25, 25, 0]","[5, 5, 5, 5, 1]","[1, 1, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2097,"[250, 0, 0, 0, 0]","[801, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[4, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2098,"[250, 250, 0, 0, 0]","[801, 239, 0, 0, 0]","[50, 50, 0, 0, 0]","[5, 5, 1, 1, 1]","[1, 1, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2099,"[250, 0, 0, 0, 0]","[801, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[4, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2100,"[250, 250, 0, 0, 0]","[801, 237, 0, 0, 0]","[50, 50, 0, 0, 0]","[5, 5, 1, 1, 1]","[1, 1, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2101,"[250, 0, 0, 0, 0]","[801, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[4, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2102,"[250, 250, 0, 0, 0]","[801, 179, 0, 0, 0]","[50, 50, 0, 0, 0]","[5, 5, 1, 1, 1]","[1, 1, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2103,"[250, 0, 0, 0, 0]","[801, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[4, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2104,"[250, 250, 0, 0, 0]","[801, 179, 0, 0, 0]","[50, 50, 0, 0, 0]","[5, 5, 1, 1, 1]","[1, 1, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2105,"[250, 0, 0, 0, 0]","[801, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[4, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2106,"[250, 250, 0, 0, 0]","[801, 181, 0, 0, 0]","[50, 50, 0, 0, 0]","[5, 5, 1, 1, 1]","[1, 1, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2107,"[250, 0, 0, 0, 0]","[801, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[4, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2108,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2109,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2110,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2111,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2139,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2140,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2141,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2142,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2143,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2144,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2145,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2146,"[250, 250, 250, 0, 0]","[2000, 2000, 2001, 0, 0]","[35, 35, 30, 0, 0]","[4, 5, 6, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2147,"[250, 250, 250, 250, 0]","[2000, 2000, 2003, 2001, 0]","[30, 15, 35, 20, 0]","[4, 6, 5, 6, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2148,"[250, 250, 250, 0, 0]","[2001, 2001, 2001, 0, 0]","[35, 35, 30, 0, 0]","[5, 7, 8, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2149,"[250, 250, 250, 0, 0]","[2002, 2003, 2002, 0, 0]","[40, 35, 25, 0, 0]","[5, 5, 6, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2150,"[250, 250, 250, 0, 0]","[2004, 2004, 2005, 0, 0]","[35, 35, 30, 0, 0]","[4, 5, 6, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2151,"[250, 250, 250, 250, 0]","[2004, 2004, 2007, 2005, 0]","[30, 15, 35, 20, 0]","[4, 6, 5, 6, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2152,"[250, 250, 250, 0, 0]","[2005, 2005, 2005, 0, 0]","[35, 35, 30, 0, 0]","[5, 7, 8, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2153,"[250, 250, 250, 0, 0]","[2006, 2007, 2006, 0, 0]","[40, 35, 25, 0, 0]","[5, 5, 6, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2154,"[250, 250, 250, 0, 0]","[2004, 2004, 2005, 0, 0]","[35, 35, 30, 0, 0]","[4, 5, 6, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2155,"[250, 250, 250, 0, 0]","[2006, 2007, 2006, 0, 0]","[40, 35, 25, 0, 0]","[5, 5, 6, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2156,"[250, 0, 0, 0, 0]","[244, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[5, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2157,"[250, 0, 0, 0, 0]","[70, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[5, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2158,"[250, 250, 250, 0, 0]","[2008, 2008, 2009, 0, 0]","[35, 35, 30, 0, 0]","[4, 5, 6, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2159,"[250, 250, 250, 250, 0]","[2008, 2008, 2011, 2009, 0]","[30, 15, 35, 20, 0]","[4, 6, 5, 6, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2160,"[250, 250, 250, 0, 0]","[2009, 2009, 2009, 0, 0]","[35, 35, 30, 0, 0]","[5, 7, 8, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2161,"[250, 250, 250, 0, 0]","[2010, 2011, 2010, 0, 0]","[40, 35, 25, 0, 0]","[5, 5, 6, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2162,"[250, 0, 0, 0, 0]","[128, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[5, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2163,"[250, 0, 0, 0, 0]","[186, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[5, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2164,"[230, 0, 0, 0, 0]","[50320, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2165,"[230, 0, 0, 0, 0]","[50324, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2166,"[230, 0, 0, 0, 0]","[50328, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
20588,"[230, 0, 0, 0, 0]","[50321, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2167,"[250, 250, 250, 0, 0]","[2012, 2012, 2013, 0, 0]","[35, 35, 30, 0, 0]","[4, 5, 6, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2168,"[250, 250, 250, 250, 0]","[2012, 2012, 2015, 2013, 0]","[30, 15, 35, 20, 0]","[4, 6, 5, 6, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2169,"[250, 250, 250, 0, 0]","[2013, 2013, 2013, 0, 0]","[35, 35, 30, 0, 0]","[5, 7, 8, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2170,"[250, 250, 250, 0, 0]","[2014, 2015, 2014, 0, 0]","[40, 35, 25, 0, 0]","[5, 5, 6, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2171,"[250, 0, 0, 0, 0]","[189, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[5, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2172,"[250, 0, 0, 0, 0]","[73, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[5, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2173,"[250, 250, 250, 0, 0]","[2020, 2020, 2021, 0, 0]","[35, 35, 30, 0, 0]","[4, 5, 6, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2174,"[250, 250, 250, 250, 0]","[2020, 2020, 2023, 2021, 0]","[30, 15, 35, 20, 0]","[4, 6, 5, 6, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2175,"[250, 250, 250, 0, 0]","[2021, 2021, 2021, 0, 0]","[35, 35, 30, 0, 0]","[5, 7, 8, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2176,"[250, 250, 250, 0, 0]","[2022, 2023, 2022, 0, 0]","[40, 35, 25, 0, 0]","[5, 5, 6, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2177,"[250, 0, 0, 0, 0]","[247, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[5, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2178,"[250, 0, 0, 0, 0]","[131, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[5, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2201,"[250, 0, 0, 0, 0]","[2090, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[5, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2202,"[250, 0, 0, 0, 0]","[2091, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[5, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2203,"[250, 0, 0, 0, 0]","[2096, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[3, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2204,"[250, 0, 0, 0, 0]","[2097, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2205,"[250, 250, 250, 0, 0]","[2097, 2098, 2099, 0, 0]","[30, 35, 35, 0, 0]","[1, 2, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
2206,"[250, 250, 250, 0, 0]","[2097, 2098, 2099, 0, 0]","[30, 35, 35, 0, 0]","[1, 1, 2, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
20468,"[250, 250, 0, 0, 0]","[53, 111, 0, 0, 0]","[50, 50, 0, 0, 0]","[5, 5, 1, 1, 1]","[1, 1, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
20469,"[250, 0, 0, 0, 0]","[801, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[2, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
20470,"[250, 250, 0, 0, 0]","[169, 227, 0, 0, 0]","[50, 50, 0, 0, 0]","[5, 5, 1, 1, 1]","[1, 1, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
20471,"[250, 0, 0, 0, 0]","[801, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[2, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
20472,"[250, 250, 0, 0, 0]","[170, 228, 0, 0, 0]","[50, 50, 0, 0, 0]","[5, 5, 1, 1, 1]","[1, 1, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
20473,"[250, 0, 0, 0, 0]","[801, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[2, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
20474,"[250, 250, 0, 0, 0]","[54, 112, 0, 0, 0]","[50, 50, 0, 0, 0]","[5, 5, 1, 1, 1]","[1, 1, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
20475,"[250, 0, 0, 0, 0]","[801, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[2, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
20476,"[250, 250, 0, 0, 0]","[55, 171, 0, 0, 0]","[50, 50, 0, 0, 0]","[5, 5, 1, 1, 1]","[1, 1, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
20477,"[250, 0, 0, 0, 0]","[801, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[2, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
20478,"[250, 250, 0, 0, 0]","[113, 229, 0, 0, 0]","[50, 50, 0, 0, 0]","[5, 5, 1, 1, 1]","[1, 1, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
20479,"[250, 0, 0, 0, 0]","[801, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[2, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
20480,"[250, 250, 0, 0, 0]","[113, 55, 0, 0, 0]","[50, 50, 0, 0, 0]","[5, 5, 1, 1, 1]","[1, 1, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
20481,"[250, 0, 0, 0, 0]","[801, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[5, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
20482,"[250, 250, 0, 0, 0]","[112, 228, 0, 0, 0]","[50, 50, 0, 0, 0]","[5, 5, 1, 1, 1]","[1, 1, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
20483,"[250, 0, 0, 0, 0]","[801, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[2, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
20484,"[250, 0, 0, 0, 0]","[2066, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
20485,"[250, 250, 0, 0, 0]","[101, 159, 0, 0, 0]","[50, 50, 0, 0, 0]","[5, 5, 1, 1, 1]","[1, 1, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
20486,"[250, 0, 0, 0, 0]","[800, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[3, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
20487,"[250, 250, 0, 0, 0]","[43, 217, 0, 0, 0]","[50, 50, 0, 0, 0]","[5, 5, 1, 1, 1]","[1, 1, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
20488,"[250, 0, 0, 0, 0]","[800, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[3, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
20489,"[250, 250, 250, 250, 0]","[44, 102, 160, 218, 0]","[25, 25, 25, 25, 0]","[5, 5, 5, 5, 1]","[1, 1, 1, 1, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
20490,"[250, 0, 0, 0, 0]","[800, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[4, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
20491,"[250, 250, 250, 250, 0]","[45, 103, 161, 219, 0]","[25, 25, 25, 25, 0]","[5, 5, 5, 5, 1]","[1, 1, 1, 1, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
20492,"[250, 0, 0, 0, 0]","[800, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[4, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
20493,"[250, 250, 0, 0, 0]","[46, 104, 0, 0, 0]","[50, 50, 0, 0, 0]","[5, 5, 1, 1, 1]","[1, 1, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
20494,"[250, 0, 0, 0, 0]","[800, 0, 0, 0, 0]","[100, 0, 0, 0, 0]","[4, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
20495,"[250, 250, 0, 0, 0]","[162, 220, 0, 0, 0]","[50, 50, 0, 0, 0]","[5, 5, 1, 1, 1]","[1, 1, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0]"
