m_id,m_ShowOrder,m_CategoryID,m_TypeID,m_Rare,m_TexID,m_NameID,m_DetailID,m_WeaponTypeID,m_MagicTypeID,m_EquipLock,m_LevelValue,m_ExclusivePlayerID,m_ExclusiveJobID,m_Param,m_Rank,m_Variation,m_SkillID,m_BuyValue,m_MaterialCheck,m_MaterialNum,m_MaterialItemID,m_MaterialEquipID,m_SlotShapeID,m_MateriaRarityLimit,m_GrowthEquipBonusID,m_EquipSkillTypeID
30654,24600,1,8,4,1268,26107,0,8,0,194,60,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 236, 0, 364, 0, 40, 0, 0, 0, 0, 0, 0, 0]",174,3,"[0, 0]",1000000,"[195, 194, 194]","[1, 1, 0]","[0, 0, 0]","[1234, 1502, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1235,22900,1,8,1,1277,25210,0,8,0,194,61,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 211, 0, 289, 0, 36, 0, 0, 0, 0, 0, 0, 0]",138,0,"[0, 0]",116000,"[195, 194, 194]","[7, 5, 2]","[243, 69, 127]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1236,23700,1,8,2,1277,25211,0,8,0,194,61,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 226, 0, 289, 0, 36, 0, 0, 0, 0, 0, 0, 0]",144,1,"[0, 0]",29000,"[195, 194, 194]","[1, 10, 5]","[0, 2004, 2005]","[1235, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1237,24500,1,8,3,1277,25212,0,8,0,194,61,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 241, 0, 289, 0, 36, 0, 0, 0, 0, 0, 0, 0]",150,2,"[0, 0]",29000,"[195, 194, 194]","[1, 10, 5]","[0, 2005, 2007]","[1236, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30669,27800,1,8,4,1277,26123,0,8,0,194,61,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 276, 0, 344, 0, 40, 0, 0, 0, 0, 0, 0, 0]",180,3,"[0, 0]",1000000,"[195, 194, 194]","[1, 1, 0]","[0, 0, 0]","[1237, 1502, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1241,26900,1,8,1,1292,25216,0,8,0,194,62,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 216, 0, 298, 0, 37, 0, 0, 0, 0, 0, 0, 0]",144,0,"[0, 0]",133000,"[195, 194, 194]","[7, 5, 2]","[244, 70, 128]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1242,27700,1,8,2,1292,25217,0,8,0,194,62,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 216, 0, 298, 0, 37, 15, 0, 0, 0, 0, 0, 0]",150,1,"[0, 0]",33250,"[195, 194, 194]","[1, 10, 5]","[0, 2008, 2009]","[1241, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1243,28500,1,8,3,1292,25218,0,8,0,194,62,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 216, 0, 298, 0, 37, 30, 0, 0, 0, 0, 0, 0]",158,2,"[0, 0]",33250,"[195, 194, 194]","[1, 10, 5]","[0, 2009, 2011]","[1242, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30670,32600,1,8,4,1292,26124,0,8,0,194,62,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 256, 0, 354, 0, 40, 30, 0, 0, 0, 0, 0, 0]",188,3,"[0, 0]",1000000,"[195, 194, 194]","[1, 1, 0]","[0, 0, 0]","[1243, 1502, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1247,29300,1,8,1,1300,25222,0,8,0,194,63,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 221, 0, 307, 0, 38, 0, 0, 0, 0, 0, 0, 0]",150,0,"[0, 0]",152000,"[195, 194, 194]","[8, 6, 3]","[245, 71, 129]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1248,30100,1,8,2,1300,25223,0,8,0,194,63,0,0,"[0, 0, 15, 0, 0, 0, 0, 0, 0, 221, 0, 307, 0, 38, 0, 0, 0, 0, 0, 0, 0]",158,1,"[0, 0]",38000,"[195, 194, 194]","[1, 10, 5]","[0, 2012, 2013]","[1247, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1249,30900,1,8,3,1300,25224,0,8,0,194,63,0,0,"[0, 0, 30, 0, 0, 0, 0, 0, 0, 221, 0, 307, 0, 38, 0, 0, 0, 0, 0, 0, 0]",166,2,"[0, 0]",38000,"[195, 194, 194]","[1, 10, 5]","[0, 2013, 2015]","[1248, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30679,38200,1,8,4,1300,26133,0,8,0,194,63,0,0,"[0, 0, 30, 0, 0, 0, 0, 0, 0, 266, 0, 364, 0, 40, 0, 0, 0, 0, 0, 0, 0]",196,3,"[0, 0]",1000000,"[195, 194, 194]","[1, 1, 0]","[0, 0, 0]","[1249, 1502, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1253,31700,1,8,1,1308,25567,0,8,0,194,64,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 226, 0, 321, 0, 39, 0, 0, 0, 0, 0, 0, 0]",158,0,"[0, 0]",172000,"[195, 194, 194]","[8, 6, 3]","[246, 72, 130]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1254,32600,1,8,2,1308,25568,0,8,0,194,64,0,0,"[0, 150, 0, 0, 0, 0, 0, 0, 0, 226, 0, 321, 0, 39, 0, 0, 0, 0, 0, 0, 0]",166,1,"[0, 0]",43000,"[195, 194, 194]","[1, 10, 5]","[0, 2016, 2017]","[1253, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1255,33300,1,8,3,1308,25569,0,8,0,194,64,0,0,"[0, 300, 0, 0, 0, 0, 0, 0, 0, 226, 0, 321, 0, 39, 0, 0, 0, 0, 0, 0, 0]",175,2,"[0, 0]",43000,"[195, 194, 194]","[1, 10, 5]","[0, 2017, 2019]","[1254, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30812,41300,1,8,4,1308,26264,0,8,0,194,64,0,0,"[0, 300, 0, 0, 0, 0, 0, 0, 0, 269, 0, 379, 0, 41, 0, 0, 0, 0, 0, 0, 0]",205,3,"[0, 0]",1000000,"[195, 194, 194]","[1, 1, 0]","[0, 0, 0]","[1255, 1502, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1259,34100,1,8,1,1316,25573,0,8,0,194,65,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 231, 0, 325, 0, 40, 0, 0, 0, 0, 0, 0, 0]",166,0,"[0, 0]",193000,"[195, 194, 194]","[8, 6, 3]","[247, 73, 131]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1260,34900,1,8,2,1316,25574,0,8,0,194,65,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 251, 0, 325, 0, 40, 0, 0, 0, 0, 0, 0, 0]",175,1,"[0, 0]",48250,"[195, 194, 194]","[1, 10, 5]","[0, 2020, 2021]","[1259, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1261,35700,1,8,3,1316,25575,0,8,0,194,65,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 271, 0, 325, 0, 40, 0, 0, 0, 0, 0, 0, 0]",184,2,"[0, 0]",48250,"[195, 194, 194]","[1, 10, 5]","[0, 2021, 2023]","[1260, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30813,44600,1,8,4,1316,26265,0,8,0,194,65,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 312, 0, 384, 0, 42, 0, 0, 0, 0, 0, 0, 0]",214,3,"[0, 0]",1000000,"[195, 194, 194]","[1, 1, 0]","[0, 0, 0]","[1261, 1502, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1401,200,1,4,1,1097,22018,0,7,0,195,1,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",10,0,"[0, 0]",0,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1402,1000,1,4,1,1098,22019,0,7,0,194,1,0,0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 6, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0]",10,0,"[0, 0]",90,"[194, 194, 194]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1403,2200,1,4,1,1099,22020,0,7,0,194,2,0,0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 8, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0]",14,0,"[0, 0]",150,"[195, 194, 194]","[1, 0, 0]","[217, 0, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1404,3200,1,4,1,1102,22023,0,7,0,194,9,0,0,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 9, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0]",18,0,"[0, 0]",700,"[195, 194, 194]","[1, 1, 0]","[219, 161, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1405,4000,1,4,1,1101,22022,0,7,0,194,11,0,0,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 13, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22,0,"[0, 0]",1000,"[195, 194, 194]","[1, 1, 0]","[220, 162, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1407,4600,1,4,1,1103,22024,0,7,0,194,12,0,0,"[0, 0, 3, 0, 0, 0, 0, 0, 0, 19, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0]",26,0,"[0, 0]",1400,"[195, 194, 194]","[1, 1, 0]","[221, 163, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1408,5100,1,4,1,1106,22027,0,7,0,194,16,0,0,"[0, 0, 4, 0, 0, 0, 0, 0, 0, 21, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0]",32,0,"[0, 0]",2200,"[195, 194, 194]","[1, 1, 0]","[223, 165, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1409,6300,1,4,1,1105,22026,0,7,0,194,18,0,0,"[0, 0, 4, 0, 0, 0, 0, 0, 0, 29, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0]",36,0,"[0, 0]",3400,"[195, 194, 194]","[1, 1, 0]","[224, 166, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1411,7900,1,4,1,1107,22028,0,7,0,194,21,0,0,"[0, 0, 5, 0, 0, 0, 0, 0, 0, 38, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0]",40,0,"[0, 0]",4800,"[195, 194, 194]","[2, 1, 0]","[226, 168, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1412,8500,1,4,1,1110,22031,0,7,0,194,23,0,0,"[0, 0, 6, 0, 0, 0, 0, 0, 0, 40, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0]",44,0,"[0, 0]",6500,"[195, 194, 194]","[2, 1, 0]","[227, 169, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1413,9500,1,4,1,1109,22030,0,7,0,194,25,0,0,"[0, 0, 6, 0, 0, 0, 0, 0, 0, 50, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0]",49,0,"[0, 0]",8400,"[195, 194, 194]","[2, 2, 0]","[228, 170, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1415,10100,1,4,1,1111,22032,0,7,0,194,27,0,0,"[0, 0, 7, 0, 0, 0, 0, 0, 0, 61, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0]",54,0,"[0, 0]",11000,"[195, 194, 194]","[2, 2, 0]","[229, 171, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1417,10900,1,4,1,1113,22034,0,7,0,194,32,0,0,"[0, 0, 8, 0, 0, 0, 0, 0, 0, 73, 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0]",60,0,"[0, 0]",14500,"[195, 194, 194]","[3, 2, 0]","[231, 173, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1419,11700,1,4,1,1115,22036,0,7,0,194,37,0,0,"[0, 0, 10, 0, 0, 0, 0, 0, 0, 86, 0, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0]",67,0,"[0, 0]",18800,"[195, 194, 194]","[3, 2, 0]","[233, 175, 0]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1421,13300,1,4,1,1117,22038,0,7,0,194,42,0,0,"[0, 0, 12, 0, 0, 0, 0, 0, 0, 100, 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75,0,"[0, 0]",25200,"[195, 194, 194]","[4, 2, 1]","[235, 177, 119]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1423,14300,1,4,1,1119,22040,0,7,0,194,47,0,0,"[0, 0, 14, 0, 0, 0, 0, 0, 0, 116, 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0]",83,0,"[0, 0]",32600,"[195, 194, 194]","[4, 2, 1]","[237, 179, 121]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1425,15100,1,4,1,1121,22042,0,7,0,194,49,0,0,"[0, 0, 16, 0, 0, 0, 0, 0, 0, 134, 0, 195, 0, 0, 0, 0, 0, 0, 0, 0, 0]",92,0,"[0, 0]",41000,"[195, 194, 194]","[5, 3, 1]","[238, 180, 122]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1427,16700,1,4,1,1123,22044,0,7,0,194,51,0,0,"[0, 0, 19, 0, 0, 0, 0, 0, 0, 154, 0, 223, 0, 0, 0, 0, 0, 0, 0, 0, 0]",102,0,"[0, 0]",50400,"[195, 194, 194]","[5, 3, 2]","[239, 181, 123]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1429,17500,1,4,1,1125,22046,0,7,0,194,55,0,0,"[0, 0, 22, 0, 0, 0, 0, 0, 0, 176, 0, 256, 0, 0, 0, 0, 0, 0, 0, 0, 0]",113,0,"[0, 0]",61000,"[195, 194, 194]","[6, 4, 2]","[240, 182, 124]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1431,19100,1,4,1,1126,22048,0,7,0,194,60,0,0,"[0, 0, 25, 0, 0, 0, 0, 0, 0, 200, 0, 291, 0, 0, 0, 0, 0, 0, 0, 0, 0]",125,0,"[0, 0]",73000,"[195, 194, 194]","[7, 5, 2]","[241, 183, 125]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1505,19900,1,4,1,1264,25228,0,7,0,194,60,0,0,"[0, 0, 26, 0, 0, 0, 0, 0, 0, 202, 0, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0]",132,0,"[0, 0]",100000,"[195, 194, 194]","[7, 5, 2]","[242, 184, 126]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1506,20700,1,4,2,1264,25229,0,7,0,194,60,0,0,"[0, 0, 26, 0, 0, 0, 0, 0, 0, 202, 0, 317, 0, 0, 0, 0, 0, 0, 0, 0, 0]",138,1,"[0, 0]",25000,"[195, 194, 194]","[1, 10, 5]","[0, 2000, 2001]","[1505, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1507,21500,1,4,3,1264,25230,0,7,0,194,60,0,0,"[0, 0, 26, 0, 0, 0, 0, 0, 0, 202, 0, 332, 0, 0, 0, 0, 0, 0, 0, 0, 0]",144,2,"[0, 0]",25000,"[195, 194, 194]","[1, 10, 5]","[0, 2001, 2003]","[1506, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30655,24800,1,4,4,1264,26108,0,7,0,194,60,0,0,"[0, 0, 31, 0, 0, 0, 0, 0, 0, 217, 0, 401, 0, 0, 0, 0, 0, 0, 0, 0, 0]",174,3,"[0, 0]",1000000,"[195, 194, 194]","[1, 1, 0]","[0, 0, 0]","[1507, 1503, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1508,23100,1,4,1,1276,25231,0,7,0,194,61,0,0,"[0, 0, 27, 0, 0, 0, 0, 0, 0, 204, 0, 314, 0, 0, 0, 0, 0, 0, 0, 0, 0]",138,0,"[0, 0]",116000,"[195, 194, 194]","[7, 5, 2]","[243, 185, 127]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1509,23900,1,4,2,1276,25232,0,7,0,194,61,0,0,"[0, 0, 27, 0, 0, 0, 0, 0, 0, 219, 0, 314, 0, 0, 0, 0, 0, 0, 0, 0, 0]",144,1,"[0, 0]",29000,"[195, 194, 194]","[1, 10, 5]","[0, 2004, 2005]","[1508, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1510,24700,1,4,3,1276,25233,0,7,0,194,61,0,0,"[0, 0, 27, 0, 0, 0, 0, 0, 0, 234, 0, 314, 0, 0, 0, 0, 0, 0, 0, 0, 0]",150,2,"[0, 0]",29000,"[195, 194, 194]","[1, 10, 5]","[0, 2005, 2007]","[1509, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30671,28000,1,4,4,1276,26125,0,7,0,194,61,0,0,"[0, 0, 31, 0, 0, 0, 0, 0, 0, 257, 0, 381, 0, 0, 0, 0, 0, 0, 0, 0, 0]",180,3,"[0, 0]",1000000,"[195, 194, 194]","[1, 1, 0]","[0, 0, 0]","[1510, 1503, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1514,27100,1,4,1,1291,25237,0,7,0,194,62,0,0,"[0, 0, 28, 0, 0, 0, 0, 0, 0, 206, 0, 326, 0, 0, 0, 0, 0, 0, 0, 0, 0]",144,0,"[0, 0]",133000,"[195, 194, 194]","[7, 5, 2]","[244, 186, 128]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1515,27900,1,4,2,1291,25238,0,7,0,194,62,0,0,"[0, 0, 28, 0, 0, 0, 0, 0, 0, 206, 0, 326, 0, 0, 15, 0, 0, 0, 0, 0, 0]",150,1,"[0, 0]",33250,"[195, 194, 194]","[1, 10, 5]","[0, 2008, 2009]","[1514, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1516,28700,1,4,3,1291,25239,0,7,0,194,62,0,0,"[0, 0, 28, 0, 0, 0, 0, 0, 0, 206, 0, 326, 0, 0, 30, 0, 0, 0, 0, 0, 0]",158,2,"[0, 0]",33250,"[195, 194, 194]","[1, 10, 5]","[0, 2009, 2011]","[1515, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30672,32800,1,4,4,1291,26126,0,7,0,194,62,0,0,"[0, 0, 31, 0, 0, 0, 0, 0, 0, 237, 0, 391, 0, 0, 30, 0, 0, 0, 0, 0, 0]",188,3,"[0, 0]",1000000,"[195, 194, 194]","[1, 1, 0]","[0, 0, 0]","[1516, 1503, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1520,29500,1,4,1,1299,25243,0,7,0,194,63,0,0,"[0, 0, 29, 0, 0, 0, 0, 0, 0, 208, 0, 338, 0, 0, 0, 0, 0, 0, 0, 0, 0]",150,0,"[0, 0]",152000,"[195, 194, 194]","[8, 6, 3]","[245, 187, 129]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1521,30300,1,4,2,1299,25244,0,7,0,194,63,0,0,"[0, 0, 44, 0, 0, 0, 0, 0, 0, 208, 0, 338, 0, 0, 0, 0, 0, 0, 0, 0, 0]",158,1,"[0, 0]",38000,"[195, 194, 194]","[1, 10, 5]","[0, 2012, 2013]","[1520, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1522,31100,1,4,3,1299,25245,0,7,0,194,63,0,0,"[0, 0, 59, 0, 0, 0, 0, 0, 0, 208, 0, 338, 0, 0, 0, 0, 0, 0, 0, 0, 0]",166,2,"[0, 0]",38000,"[195, 194, 194]","[1, 10, 5]","[0, 2013, 2015]","[1521, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30680,38400,1,4,4,1299,26134,0,7,0,194,63,0,0,"[0, 0, 62, 0, 0, 0, 0, 0, 0, 247, 0, 401, 0, 0, 0, 0, 0, 0, 0, 0, 0]",196,3,"[0, 0]",1000000,"[195, 194, 194]","[1, 1, 0]","[0, 0, 0]","[1522, 1503, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1526,31900,1,4,1,1307,25609,0,7,0,194,64,0,0,"[0, 0, 30, 0, 0, 0, 0, 0, 0, 210, 0, 355, 0, 0, 0, 0, 0, 0, 0, 0, 0]",158,0,"[0, 0]",172000,"[195, 194, 194]","[8, 6, 3]","[246, 188, 130]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1527,32800,1,4,2,1307,25610,0,7,0,194,64,0,0,"[0, 150, 30, 0, 0, 0, 0, 0, 0, 210, 0, 355, 0, 0, 0, 0, 0, 0, 0, 0, 0]",166,1,"[0, 0]",43000,"[195, 194, 194]","[1, 10, 5]","[0, 2016, 2017]","[1526, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1528,33500,1,4,3,1307,25611,0,7,0,194,64,0,0,"[0, 300, 30, 0, 0, 0, 0, 0, 0, 210, 0, 355, 0, 0, 0, 0, 0, 0, 0, 0, 0]",175,2,"[0, 0]",43000,"[195, 194, 194]","[1, 10, 5]","[0, 2017, 2019]","[1527, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
30815,41800,1,4,4,1307,26267,0,7,0,194,64,0,0,"[0, 300, 33, 0, 0, 0, 0, 0, 0, 250, 0, 419, 0, 0, 0, 0, 0, 0, 0, 0, 0]",205,3,"[0, 0]",1000000,"[195, 194, 194]","[1, 1, 0]","[0, 0, 0]","[1528, 1503, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
1532,34300,1,4,1,1315,25615,0,7,0,194,65,0,0,"[0, 0, 31, 0, 0, 0, 0, 0, 0, 212, 0, 362, 0, 0, 0, 0, 0, 0, 0, 0, 0]",166,0,"[0, 0]",193000,"[195, 194, 194]","[8, 6, 3]","[247, 189, 131]","[0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
